base,probe,time
7f4c9e808380,7f4c6b1bbb40,252
7f4c9e808380,7f4c84cfba00,264
7f4c9e808380,7f4c8d2d1fc0,258
7f4c9e808380,7f4cc271d9c0,252
7f4c9e808380,7f4c519d8000,256
7f4c9e808380,7f4c74d711c0,268
7f4c9e808380,7f4cc10caf40,264
7f4c9e808380,7f4c7a035640,268
7f4c9e808380,7f4c906127c0,266
7f4c9e808380,7f4cc43ab040,260
7f4c9e808380,7f4c83703f80,254
7f4c9e808380,7f4c63c4f4c0,260
7f4c9e808380,7f4c8c9cd200,258
7f4c9e808380,7f4cb15773c0,258
7f4c9e808380,7f4c54bd4680,262
7f4c9e808380,7f4c8b5b7040,262
7f4c9e808380,7f4c4fe3c080,266
7f4c9e808380,7f4c95ad9080,254
7f4c9e808380,7f4cb7d0c740,252
7f4c9e808380,7f4c9126a300,254
7f4c9e808380,7f4c61c95380,258
7f4c9e808380,7f4c7b9b9640,260
7f4c9e808380,7f4c51bbdc80,258
7f4c9e808380,7f4c52fe4f80,258
7f4c9e808380,7f4c94298f80,270
7f4c9e808380,7f4cb4896340,422
7f4c7e043900,7f4c60ccaa40,256
7f4c7e043900,7f4cbe960500,258
7f4c7e043900,7f4c5b5e2400,256
7f4c7e043900,7f4ca13a02c0,262
7f4c7e043900,7f4c7bb6f600,260
7f4c7e043900,7f4cafd9fa40,256
7f4c7e043900,7f4c6b1bbb40,254
7f4c7e043900,7f4c84cfba00,262
7f4c7e043900,7f4c8d2d1fc0,268
7f4c7e043900,7f4cc271d9c0,254
7f4c7e043900,7f4c519d8000,274
7f4c7e043900,7f4c74d711c0,258
7f4c7e043900,7f4cc10caf40,260
7f4c7e043900,7f4c7a035640,256
7f4c7e043900,7f4c906127c0,260
7f4c7e043900,7f4cc43ab040,428
7f4c9e3baa40,7f4c60ccaa40,272
7f4c9e3baa40,7f4cbe960500,266
7f4c9e3baa40,7f4c5b5e2400,260
7f4c9e3baa40,7f4ca13a02c0,262
7f4c9e3baa40,7f4c7bb6f600,262
7f4c9e3baa40,7f4cafd9fa40,260
7f4c9e3baa40,7f4c6b1bbb40,260
7f4c9e3baa40,7f4c84cfba00,270
7f4c9e3baa40,7f4c8d2d1fc0,264
7f4c9e3baa40,7f4cc271d9c0,268
7f4c9e3baa40,7f4c519d8000,260
7f4c9e3baa40,7f4c74d711c0,266
7f4c9e3baa40,7f4cc10caf40,262
7f4c9e3baa40,7f4c7a035640,262
7f4c9e3baa40,7f4c906127c0,262
7f4c9e3baa40,7f4cc43ab040,264
7f4c9e3baa40,7f4c83703f80,260
7f4c9e3baa40,7f4c63c4f4c0,274
7f4c9e3baa40,7f4c8c9cd200,264
7f4c9e3baa40,7f4cb15773c0,264
7f4c9e3baa40,7f4c54bd4680,272
7f4c9e3baa40,7f4c8b5b7040,270
7f4c9e3baa40,7f4c4fe3c080,262
7f4c9e3baa40,7f4c95ad9080,260
7f4c9e3baa40,7f4cb7d0c740,260
7f4c9e3baa40,7f4c9126a300,260
7f4c9e3baa40,7f4c61c95380,264
7f4c9e3baa40,7f4c7b9b9640,432
7f4c8f834740,7f4c60ccaa40,264
7f4c8f834740,7f4cbe960500,266
7f4c8f834740,7f4c5b5e2400,260
7f4c8f834740,7f4ca13a02c0,264
7f4c8f834740,7f4c7bb6f600,262
7f4c8f834740,7f4cafd9fa40,268
7f4c8f834740,7f4c6b1bbb40,260
7f4c8f834740,7f4c84cfba00,274
7f4c8f834740,7f4c8d2d1fc0,264
7f4c8f834740,7f4cc271d9c0,260
7f4c8f834740,7f4c519d8000,264
7f4c8f834740,7f4c74d711c0,268
7f4c8f834740,7f4cc10caf40,264
7f4c8f834740,7f4c7a035640,264
7f4c8f834740,7f4c906127c0,266
7f4c8f834740,7f4cc43ab040,264
7f4c8f834740,7f4c83703f80,264
7f4c8f834740,7f4c63c4f4c0,266
7f4c8f834740,7f4c8c9cd200,262
7f4c8f834740,7f4cb15773c0,264
7f4c8f834740,7f4c54bd4680,432
7f4c7ccec640,7f4c60ccaa40,262
7f4c7ccec640,7f4cbe960500,262
7f4c7ccec640,7f4c5b5e2400,262
7f4c7ccec640,7f4ca13a02c0,272
7f4c7ccec640,7f4c7bb6f600,260
7f4c7ccec640,7f4cafd9fa40,260
7f4c7ccec640,7f4c6b1bbb40,260
7f4c7ccec640,7f4c84cfba00,264
7f4c7ccec640,7f4c8d2d1fc0,270
7f4c7ccec640,7f4cc271d9c0,262
7f4c7ccec640,7f4c519d8000,266
7f4c7ccec640,7f4c74d711c0,262
7f4c7ccec640,7f4cc10caf40,260
7f4c7ccec640,7f4c7a035640,262
7f4c7ccec640,7f4c906127c0,422
7f4c8d510b40,7f4c60ccaa40,258
7f4c8d510b40,7f4cbe960500,260
7f4c8d510b40,7f4c5b5e2400,258
7f4c8d510b40,7f4ca13a02c0,264
7f4c8d510b40,7f4c7bb6f600,260
7f4c8d510b40,7f4cafd9fa40,258
7f4c8d510b40,7f4c6b1bbb40,258
7f4c8d510b40,7f4c84cfba00,262
7f4c8d510b40,7f4c8d2d1fc0,270
7f4c8d510b40,7f4cc271d9c0,260
7f4c8d510b40,7f4c519d8000,268
7f4c8d510b40,7f4c74d711c0,258
7f4c8d510b40,7f4cc10caf40,268
7f4c8d510b40,7f4c7a035640,258
7f4c8d510b40,7f4c906127c0,260
7f4c8d510b40,7f4cc43ab040,270
7f4c8d510b40,7f4c83703f80,264
7f4c8d510b40,7f4c63c4f4c0,260
7f4c8d510b40,7f4c8c9cd200,270
7f4c8d510b40,7f4cb15773c0,270
7f4c8d510b40,7f4c54bd4680,260
7f4c8d510b40,7f4c8b5b7040,260
7f4c8d510b40,7f4c4fe3c080,260
7f4c8d510b40,7f4c95ad9080,264
7f4c8d510b40,7f4cb7d0c740,258
7f4c8d510b40,7f4c9126a300,274
7f4c8d510b40,7f4c61c95380,276
7f4c8d510b40,7f4c7b9b9640,262
7f4c8d510b40,7f4c51bbdc80,430
7f4c80725800,7f4c60ccaa40,264
7f4c80725800,7f4cbe960500,266
7f4c80725800,7f4c5b5e2400,260
7f4c80725800,7f4ca13a02c0,260
7f4c80725800,7f4c7bb6f600,262
7f4c80725800,7f4cafd9fa40,260
7f4c80725800,7f4c6b1bbb40,260
7f4c80725800,7f4c84cfba00,272
7f4c80725800,7f4c8d2d1fc0,262
7f4c80725800,7f4cc271d9c0,260
7f4c80725800,7f4c519d8000,260
7f4c80725800,7f4c74d711c0,274
7f4c80725800,7f4cc10caf40,262
7f4c80725800,7f4c7a035640,422
7f4c5c002940,7f4c60ccaa40,270
7f4c5c002940,7f4cbe960500,268
7f4c5c002940,7f4c5b5e2400,260
7f4c5c002940,7f4ca13a02c0,258
7f4c5c002940,7f4c7bb6f600,258
7f4c5c002940,7f4cafd9fa40,260
7f4c5c002940,7f4c6b1bbb40,260
7f4c5c002940,7f4c84cfba00,268
7f4c5c002940,7f4c8d2d1fc0,262
7f4c5c002940,7f4cc271d9c0,422
7f4c8a38d840,7f4c60ccaa40,254
7f4c8a38d840,7f4cbe960500,256
7f4c8a38d840,7f4c5b5e2400,268
7f4c8a38d840,7f4ca13a02c0,270
7f4c8a38d840,7f4c7bb6f600,252
7f4c8a38d840,7f4cafd9fa40,268
7f4c8a38d840,7f4c6b1bbb40,268
7f4c8a38d840,7f4c84cfba00,260
7f4c8a38d840,7f4c8d2d1fc0,262
7f4c8a38d840,7f4cc271d9c0,268
7f4c8a38d840,7f4c519d8000,262
7f4c8a38d840,7f4c74d711c0,254
7f4c8a38d840,7f4cc10caf40,252
7f4c8a38d840,7f4c7a035640,254
7f4c8a38d840,7f4c906127c0,412
7f4c99835f80,7f4c60ccaa40,424
7f4c99f464c0,7f4c60ccaa40,262
7f4c99f464c0,7f4cbe960500,262
7f4c99f464c0,7f4c5b5e2400,262
7f4c99f464c0,7f4ca13a02c0,264
7f4c99f464c0,7f4c7bb6f600,260
7f4c99f464c0,7f4cafd9fa40,262
7f4c99f464c0,7f4c6b1bbb40,262
7f4c99f464c0,7f4c84cfba00,264
7f4c99f464c0,7f4c8d2d1fc0,270
7f4c99f464c0,7f4cc271d9c0,260
7f4c99f464c0,7f4c519d8000,266
7f4c99f464c0,7f4c74d711c0,262
7f4c99f464c0,7f4cc10caf40,268
7f4c99f464c0,7f4c7a035640,262
7f4c99f464c0,7f4c906127c0,260
7f4c99f464c0,7f4cc43ab040,274
7f4c99f464c0,7f4c83703f80,264
7f4c99f464c0,7f4c63c4f4c0,260
7f4c99f464c0,7f4c8c9cd200,270
7f4c99f464c0,7f4cb15773c0,270
7f4c99f464c0,7f4c54bd4680,264
7f4c99f464c0,7f4c8b5b7040,264
7f4c99f464c0,7f4c4fe3c080,260
7f4c99f464c0,7f4c95ad9080,264
7f4c99f464c0,7f4cb7d0c740,262
7f4c99f464c0,7f4c9126a300,426
7f4ca19d14c0,7f4c60ccaa40,264
7f4ca19d14c0,7f4cbe960500,268
7f4ca19d14c0,7f4c5b5e2400,260
7f4ca19d14c0,7f4ca13a02c0,262
7f4ca19d14c0,7f4c7bb6f600,262
7f4ca19d14c0,7f4cafd9fa40,260
7f4ca19d14c0,7f4c6b1bbb40,260
7f4ca19d14c0,7f4c84cfba00,270
7f4ca19d14c0,7f4c8d2d1fc0,262
7f4ca19d14c0,7f4cc271d9c0,260
7f4ca19d14c0,7f4c519d8000,260
7f4ca19d14c0,7f4c74d711c0,274
7f4ca19d14c0,7f4cc10caf40,262
7f4ca19d14c0,7f4c7a035640,424
7f4c74c1c540,7f4c60ccaa40,264
7f4c74c1c540,7f4cbe960500,268
7f4c74c1c540,7f4c5b5e2400,260
7f4c74c1c540,7f4ca13a02c0,264
7f4c74c1c540,7f4c7bb6f600,262
7f4c74c1c540,7f4cafd9fa40,268
7f4c74c1c540,7f4c6b1bbb40,260
7f4c74c1c540,7f4c84cfba00,270
7f4c74c1c540,7f4c8d2d1fc0,264
7f4c74c1c540,7f4cc271d9c0,260
7f4c74c1c540,7f4c519d8000,260
7f4c74c1c540,7f4c74d711c0,266
7f4c74c1c540,7f4cc10caf40,262
7f4c74c1c540,7f4c7a035640,262
7f4c74c1c540,7f4c906127c0,262
7f4c74c1c540,7f4cc43ab040,264
7f4c74c1c540,7f4c83703f80,260
7f4c74c1c540,7f4c63c4f4c0,266
7f4c74c1c540,7f4c8c9cd200,262
7f4c74c1c540,7f4cb15773c0,264
7f4c74c1c540,7f4c54bd4680,278
7f4c74c1c540,7f4c8b5b7040,278
7f4c74c1c540,7f4c4fe3c080,262
7f4c74c1c540,7f4c95ad9080,260
7f4c74c1c540,7f4cb7d0c740,422
7f4c487f4540,7f4c60ccaa40,262
7f4c487f4540,7f4cbe960500,262
7f4c487f4540,7f4c5b5e2400,252
7f4c487f4540,7f4ca13a02c0,254
7f4c487f4540,7f4c7bb6f600,258
7f4c487f4540,7f4cafd9fa40,260
7f4c487f4540,7f4c6b1bbb40,252
7f4c487f4540,7f4c84cfba00,260
7f4c487f4540,7f4c8d2d1fc0,260
7f4c487f4540,7f4cc271d9c0,252
7f4c487f4540,7f4c519d8000,252
7f4c487f4540,7f4c74d711c0,262
7f4c487f4540,7f4cc10caf40,254
7f4c487f4540,7f4c7a035640,262
7f4c487f4540,7f4c906127c0,268
7f4c487f4540,7f4cc43ab040,262
7f4c487f4540,7f4c83703f80,252
7f4c487f4540,7f4c63c4f4c0,262
7f4c487f4540,7f4c8c9cd200,258
7f4c487f4540,7f4cb15773c0,258
7f4c487f4540,7f4c54bd4680,424
7f4c7044a200,7f4c60ccaa40,256
7f4c7044a200,7f4cbe960500,260
7f4c7044a200,7f4c5b5e2400,256
7f4c7044a200,7f4ca13a02c0,264
7f4c7044a200,7f4c7bb6f600,260
7f4c7044a200,7f4cafd9fa40,254
7f4c7044a200,7f4c6b1bbb40,254
7f4c7044a200,7f4c84cfba00,262
7f4c7044a200,7f4c8d2d1fc0,268
7f4c7044a200,7f4cc271d9c0,254
7f4c7044a200,7f4c519d8000,274
7f4c7044a200,7f4c74d711c0,258
7f4c7044a200,7f4cc10caf40,260
7f4c7044a200,7f4c7a035640,256
7f4c7044a200,7f4c906127c0,260
7f4c7044a200,7f4cc43ab040,276
7f4c7044a200,7f4c83703f80,264
7f4c7044a200,7f4c63c4f4c0,258
7f4c7044a200,7f4c8c9cd200,268
7f4c7044a200,7f4cb15773c0,274
7f4c7044a200,7f4c54bd4680,262
7f4c7044a200,7f4c8b5b7040,260
7f4c7044a200,7f4c4fe3c080,422
7f4c7be106c0,7f4c60ccaa40,264
7f4c7be106c0,7f4cbe960500,268
7f4c7be106c0,7f4c5b5e2400,260
7f4c7be106c0,7f4ca13a02c0,258
7f4c7be106c0,7f4c7bb6f600,258
7f4c7be106c0,7f4cafd9fa40,268
7f4c7be106c0,7f4c6b1bbb40,260
7f4c7be106c0,7f4c84cfba00,268
7f4c7be106c0,7f4c8d2d1fc0,260
7f4c7be106c0,7f4cc271d9c0,260
7f4c7be106c0,7f4c519d8000,258
7f4c7be106c0,7f4c74d711c0,268
7f4c7be106c0,7f4cc10caf40,260
7f4c7be106c0,7f4c7a035640,262
7f4c7be106c0,7f4c906127c0,258
7f4c7be106c0,7f4cc43ab040,262
7f4c7be106c0,7f4c83703f80,258
7f4c7be106c0,7f4c63c4f4c0,266
7f4c7be106c0,7f4c8c9cd200,260
7f4c7be106c0,7f4cb15773c0,260
7f4c7be106c0,7f4c54bd4680,276
7f4c7be106c0,7f4c8b5b7040,430
7f4c9f8f3a40,7f4c60ccaa40,272
7f4c9f8f3a40,7f4cbe960500,268
7f4c9f8f3a40,7f4c5b5e2400,260
7f4c9f8f3a40,7f4ca13a02c0,262
7f4c9f8f3a40,7f4c7bb6f600,262
7f4c9f8f3a40,7f4cafd9fa40,260
7f4c9f8f3a40,7f4c6b1bbb40,260
7f4c9f8f3a40,7f4c84cfba00,270
7f4c9f8f3a40,7f4c8d2d1fc0,264
7f4c9f8f3a40,7f4cc271d9c0,268
7f4c9f8f3a40,7f4c519d8000,260
7f4c9f8f3a40,7f4c74d711c0,266
7f4c9f8f3a40,7f4cc10caf40,262
7f4c9f8f3a40,7f4c7a035640,262
7f4c9f8f3a40,7f4c906127c0,262
7f4c9f8f3a40,7f4cc43ab040,264
7f4c9f8f3a40,7f4c83703f80,260
7f4c9f8f3a40,7f4c63c4f4c0,274
7f4c9f8f3a40,7f4c8c9cd200,264
7f4c9f8f3a40,7f4cb15773c0,264
7f4c9f8f3a40,7f4c54bd4680,270
7f4c9f8f3a40,7f4c8b5b7040,270
7f4c9f8f3a40,7f4c4fe3c080,262
7f4c9f8f3a40,7f4c95ad9080,260
7f4c9f8f3a40,7f4cb7d0c740,260
7f4c9f8f3a40,7f4c9126a300,260
7f4c9f8f3a40,7f4c61c95380,264
7f4c9f8f3a40,7f4c7b9b9640,432
7f4c80373b80,7f4c60ccaa40,254
7f4c80373b80,7f4cbe960500,258
7f4c80373b80,7f4c5b5e2400,254
7f4c80373b80,7f4ca13a02c0,272
7f4c80373b80,7f4c7bb6f600,260
7f4c80373b80,7f4cafd9fa40,252
7f4c80373b80,7f4c6b1bbb40,252
7f4c80373b80,7f4c84cfba00,262
7f4c80373b80,7f4c8d2d1fc0,264
7f4c80373b80,7f4cc271d9c0,252
7f4c80373b80,7f4c519d8000,268
7f4c80373b80,7f4c74d711c0,256
7f4c80373b80,7f4cc10caf40,260
7f4c80373b80,7f4c7a035640,254
7f4c80373b80,7f4c906127c0,268
7f4c80373b80,7f4cc43ab040,266
7f4c80373b80,7f4c83703f80,270
7f4c80373b80,7f4c63c4f4c0,256
7f4c80373b80,7f4c8c9cd200,268
7f4c80373b80,7f4cb15773c0,264
7f4c80373b80,7f4c54bd4680,258
7f4c80373b80,7f4c8b5b7040,260
7f4c80373b80,7f4c4fe3c080,260
7f4c80373b80,7f4c95ad9080,424
7f4cac92e440,7f4c60ccaa40,264
7f4cac92e440,7f4cbe960500,268
7f4cac92e440,7f4c5b5e2400,260
7f4cac92e440,7f4ca13a02c0,264
7f4cac92e440,7f4c7bb6f600,262
7f4cac92e440,7f4cafd9fa40,260
7f4cac92e440,7f4c6b1bbb40,260
7f4cac92e440,7f4c84cfba00,270
7f4cac92e440,7f4c8d2d1fc0,264
7f4cac92e440,7f4cc271d9c0,260
7f4cac92e440,7f4c519d8000,260
7f4cac92e440,7f4c74d711c0,274
7f4cac92e440,7f4cc10caf40,262
7f4cac92e440,7f4c7a035640,424
7f4c53c95740,7f4c60ccaa40,258
7f4c53c95740,7f4cbe960500,260
7f4c53c95740,7f4c5b5e2400,258
7f4c53c95740,7f4ca13a02c0,270
7f4c53c95740,7f4c7bb6f600,260
7f4c53c95740,7f4cafd9fa40,258
7f4c53c95740,7f4c6b1bbb40,258
7f4c53c95740,7f4c84cfba00,262
7f4c53c95740,7f4c8d2d1fc0,270
7f4c53c95740,7f4cc271d9c0,260
7f4c53c95740,7f4c519d8000,268
7f4c53c95740,7f4c74d711c0,258
7f4c53c95740,7f4cc10caf40,260
7f4c53c95740,7f4c7a035640,258
7f4c53c95740,7f4c906127c0,422
7f4cb1640140,7f4c60ccaa40,264
7f4cb1640140,7f4cbe960500,276
7f4cb1640140,7f4c5b5e2400,268
7f4cb1640140,7f4ca13a02c0,256
7f4cb1640140,7f4c7bb6f600,254
7f4cb1640140,7f4cafd9fa40,260
7f4cb1640140,7f4c6b1bbb40,268
7f4cb1640140,7f4c84cfba00,428
7f4c9af54e40,7f4c60ccaa40,254
7f4c9af54e40,7f4cbe960500,256
7f4c9af54e40,7f4c5b5e2400,252
7f4c9af54e40,7f4ca13a02c0,270
7f4c9af54e40,7f4c7bb6f600,262
7f4c9af54e40,7f4cafd9fa40,252
7f4c9af54e40,7f4c6b1bbb40,252
7f4c9af54e40,7f4c84cfba00,262
7f4c9af54e40,7f4c8d2d1fc0,266
7f4c9af54e40,7f4cc271d9c0,252
7f4c9af54e40,7f4c519d8000,266
7f4c9af54e40,7f4c74d711c0,258
7f4c9af54e40,7f4cc10caf40,262
7f4c9af54e40,7f4c7a035640,254
7f4c9af54e40,7f4c906127c0,270
7f4c9af54e40,7f4cc43ab040,266
7f4c9af54e40,7f4c83703f80,272
7f4c9af54e40,7f4c63c4f4c0,258
7f4c9af54e40,7f4c8c9cd200,264
7f4c9af54e40,7f4cb15773c0,266
7f4c9af54e40,7f4c54bd4680,258
7f4c9af54e40,7f4c8b5b7040,260
7f4c9af54e40,7f4c4fe3c080,260
7f4c9af54e40,7f4c95ad9080,424
7f4cc37f2c80,7f4c60ccaa40,262
7f4cc37f2c80,7f4cbe960500,264
7f4cc37f2c80,7f4c5b5e2400,262
7f4cc37f2c80,7f4ca13a02c0,270
7f4cc37f2c80,7f4c7bb6f600,260
7f4cc37f2c80,7f4cafd9fa40,262
7f4cc37f2c80,7f4c6b1bbb40,262
7f4cc37f2c80,7f4c84cfba00,264
7f4cc37f2c80,7f4c8d2d1fc0,270
7f4cc37f2c80,7f4cc271d9c0,262
7f4cc37f2c80,7f4c519d8000,266
7f4cc37f2c80,7f4c74d711c0,260
7f4cc37f2c80,7f4cc10caf40,260
7f4cc37f2c80,7f4c7a035640,262
7f4cc37f2c80,7f4c906127c0,268
7f4cc37f2c80,7f4cc43ab040,272
7f4cc37f2c80,7f4c83703f80,424
7f4c92553a80,7f4c60ccaa40,256
7f4c92553a80,7f4cbe960500,260
7f4c92553a80,7f4c5b5e2400,260
7f4c92553a80,7f4ca13a02c0,264
7f4c92553a80,7f4c7bb6f600,424
7f4cbbf0e0c0,7f4c60ccaa40,262
7f4cbbf0e0c0,7f4cbe960500,262
7f4cbbf0e0c0,7f4c5b5e2400,262
7f4cbbf0e0c0,7f4ca13a02c0,264
7f4cbbf0e0c0,7f4c7bb6f600,260
7f4cbbf0e0c0,7f4cafd9fa40,262
7f4cbbf0e0c0,7f4c6b1bbb40,262
7f4cbbf0e0c0,7f4c84cfba00,264
7f4cbbf0e0c0,7f4c8d2d1fc0,270
7f4cbbf0e0c0,7f4cc271d9c0,262
7f4cbbf0e0c0,7f4c519d8000,266
7f4cbbf0e0c0,7f4c74d711c0,260
7f4cbbf0e0c0,7f4cc10caf40,268
7f4cbbf0e0c0,7f4c7a035640,262
7f4cbbf0e0c0,7f4c906127c0,260
7f4cbbf0e0c0,7f4cc43ab040,274
7f4cbbf0e0c0,7f4c83703f80,264
7f4cbbf0e0c0,7f4c63c4f4c0,260
7f4cbbf0e0c0,7f4c8c9cd200,270
7f4cbbf0e0c0,7f4cb15773c0,270
7f4cbbf0e0c0,7f4c54bd4680,264
7f4cbbf0e0c0,7f4c8b5b7040,264
7f4cbbf0e0c0,7f4c4fe3c080,260
7f4cbbf0e0c0,7f4c95ad9080,264
7f4cbbf0e0c0,7f4cb7d0c740,262
7f4cbbf0e0c0,7f4c9126a300,426
7f4c6446cc00,7f4c60ccaa40,260
7f4c6446cc00,7f4cbe960500,260
7f4c6446cc00,7f4c5b5e2400,250
7f4c6446cc00,7f4ca13a02c0,252
7f4c6446cc00,7f4c7bb6f600,256
7f4c6446cc00,7f4cafd9fa40,252
7f4c6446cc00,7f4c6b1bbb40,252
7f4c6446cc00,7f4c84cfba00,262
7f4c6446cc00,7f4c8d2d1fc0,258
7f4c6446cc00,7f4cc271d9c0,252
7f4c6446cc00,7f4c519d8000,254
7f4c6446cc00,7f4c74d711c0,268
7f4c6446cc00,7f4cc10caf40,250
7f4c6446cc00,7f4c7a035640,268
7f4c6446cc00,7f4c906127c0,268
7f4c6446cc00,7f4cc43ab040,260
7f4c6446cc00,7f4c83703f80,256
7f4c6446cc00,7f4c63c4f4c0,260
7f4c6446cc00,7f4c8c9cd200,258
7f4c6446cc00,7f4cb15773c0,258
7f4c6446cc00,7f4c54bd4680,264
7f4c6446cc00,7f4c8b5b7040,262
7f4c6446cc00,7f4c4fe3c080,266
7f4c6446cc00,7f4c95ad9080,256
7f4c6446cc00,7f4cb7d0c740,252
7f4c6446cc00,7f4c9126a300,254
7f4c6446cc00,7f4c61c95380,258
7f4c6446cc00,7f4c7b9b9640,260
7f4c6446cc00,7f4c51bbdc80,258
7f4c6446cc00,7f4c52fe4f80,260
7f4c6446cc00,7f4c94298f80,426
7f4c824eec00,7f4c60ccaa40,264
7f4c824eec00,7f4cbe960500,268
7f4c824eec00,7f4c5b5e2400,260
7f4c824eec00,7f4ca13a02c0,256
7f4c824eec00,7f4c7bb6f600,258
7f4c824eec00,7f4cafd9fa40,268
7f4c824eec00,7f4c6b1bbb40,260
7f4c824eec00,7f4c84cfba00,268
7f4c824eec00,7f4c8d2d1fc0,260
7f4c824eec00,7f4cc271d9c0,260
7f4c824eec00,7f4c519d8000,258
7f4c824eec00,7f4c74d711c0,266
7f4c824eec00,7f4cc10caf40,258
7f4c824eec00,7f4c7a035640,264
7f4c824eec00,7f4c906127c0,258
7f4c824eec00,7f4cc43ab040,262
7f4c824eec00,7f4c83703f80,258
7f4c824eec00,7f4c63c4f4c0,266
7f4c824eec00,7f4c8c9cd200,260
7f4c824eec00,7f4cb15773c0,260
7f4c824eec00,7f4c54bd4680,278
7f4c824eec00,7f4c8b5b7040,430
7f4c82ed5c40,7f4c60ccaa40,262
7f4c82ed5c40,7f4cbe960500,262
7f4c82ed5c40,7f4c5b5e2400,252
7f4c82ed5c40,7f4ca13a02c0,254
7f4c82ed5c40,7f4c7bb6f600,262
7f4c82ed5c40,7f4cafd9fa40,260
7f4c82ed5c40,7f4c6b1bbb40,252
7f4c82ed5c40,7f4c84cfba00,260
7f4c82ed5c40,7f4c8d2d1fc0,258
7f4c82ed5c40,7f4cc271d9c0,252
7f4c82ed5c40,7f4c519d8000,252
7f4c82ed5c40,7f4c74d711c0,262
7f4c82ed5c40,7f4cc10caf40,252
7f4c82ed5c40,7f4c7a035640,262
7f4c82ed5c40,7f4c906127c0,268
7f4c82ed5c40,7f4cc43ab040,262
7f4c82ed5c40,7f4c83703f80,252
7f4c82ed5c40,7f4c63c4f4c0,262
7f4c82ed5c40,7f4c8c9cd200,258
7f4c82ed5c40,7f4cb15773c0,258
7f4c82ed5c40,7f4c54bd4680,270
7f4c82ed5c40,7f4c8b5b7040,270
7f4c82ed5c40,7f4c4fe3c080,268
7f4c82ed5c40,7f4c95ad9080,252
7f4c82ed5c40,7f4cb7d0c740,412
7f4c646e2d00,7f4c60ccaa40,270
7f4c646e2d00,7f4cbe960500,268
7f4c646e2d00,7f4c5b5e2400,260
7f4c646e2d00,7f4ca13a02c0,256
7f4c646e2d00,7f4c7bb6f600,258
7f4c646e2d00,7f4cafd9fa40,260
7f4c646e2d00,7f4c6b1bbb40,260
7f4c646e2d00,7f4c84cfba00,268
7f4c646e2d00,7f4c8d2d1fc0,260
7f4c646e2d00,7f4cc271d9c0,268
7f4c646e2d00,7f4c519d8000,258
7f4c646e2d00,7f4c74d711c0,266
7f4c646e2d00,7f4cc10caf40,258
7f4c646e2d00,7f4c7a035640,264
7f4c646e2d00,7f4c906127c0,258
7f4c646e2d00,7f4cc43ab040,262
7f4c646e2d00,7f4c83703f80,258
7f4c646e2d00,7f4c63c4f4c0,274
7f4c646e2d00,7f4c8c9cd200,260
7f4c646e2d00,7f4cb15773c0,260
7f4c646e2d00,7f4c54bd4680,268
7f4c646e2d00,7f4c8b5b7040,268
7f4c646e2d00,7f4c4fe3c080,260
7f4c646e2d00,7f4c95ad9080,256
7f4c646e2d00,7f4cb7d0c740,260
7f4c646e2d00,7f4c9126a300,258
7f4c646e2d00,7f4c61c95380,262
7f4c646e2d00,7f4c7b9b9640,428
7f4cb95efbc0,7f4c60ccaa40,422
7f4ca6981c80,7f4c60ccaa40,264
7f4ca6981c80,7f4cbe960500,268
7f4ca6981c80,7f4c5b5e2400,260
7f4ca6981c80,7f4ca13a02c0,264
7f4ca6981c80,7f4c7bb6f600,262
7f4ca6981c80,7f4cafd9fa40,422
7f4cbba35080,7f4c60ccaa40,270
7f4cbba35080,7f4cbe960500,266
7f4cbba35080,7f4c5b5e2400,260
7f4cbba35080,7f4ca13a02c0,260
7f4cbba35080,7f4c7bb6f600,262
7f4cbba35080,7f4cafd9fa40,260
7f4cbba35080,7f4c6b1bbb40,260
7f4cbba35080,7f4c84cfba00,272
7f4cbba35080,7f4c8d2d1fc0,262
7f4cbba35080,7f4cc271d9c0,268
7f4cbba35080,7f4c519d8000,264
7f4cbba35080,7f4c74d711c0,268
7f4cbba35080,7f4cc10caf40,262
7f4cbba35080,7f4c7a035640,264
7f4cbba35080,7f4c906127c0,262
7f4cbba35080,7f4cc43ab040,264
7f4cbba35080,7f4c83703f80,262
7f4cbba35080,7f4c63c4f4c0,426
7f4c7017d500,7f4c60ccaa40,264
7f4c7017d500,7f4cbe960500,266
7f4c7017d500,7f4c5b5e2400,260
7f4c7017d500,7f4ca13a02c0,260
7f4c7017d500,7f4c7bb6f600,262
7f4c7017d500,7f4cafd9fa40,268
7f4c7017d500,7f4c6b1bbb40,260
7f4c7017d500,7f4c84cfba00,272
7f4c7017d500,7f4c8d2d1fc0,262
7f4c7017d500,7f4cc271d9c0,260
7f4c7017d500,7f4c519d8000,260
7f4c7017d500,7f4c74d711c0,266
7f4c7017d500,7f4cc10caf40,262
7f4c7017d500,7f4c7a035640,264
7f4c7017d500,7f4c906127c0,262
7f4c7017d500,7f4cc43ab040,264
7f4c7017d500,7f4c83703f80,262
7f4c7017d500,7f4c63c4f4c0,266
7f4c7017d500,7f4c8c9cd200,262
7f4c7017d500,7f4cb15773c0,264
7f4c7017d500,7f4c54bd4680,278
7f4c7017d500,7f4c8b5b7040,432
7f4c7d886700,7f4c60ccaa40,264
7f4c7d886700,7f4cbe960500,266
7f4c7d886700,7f4c5b5e2400,262
7f4c7d886700,7f4ca13a02c0,256
7f4c7d886700,7f4c7bb6f600,258
