base,probe,time
7f4c609c43c0,7f4cafd9fa40,238
7f4c609c43c0,7f4c6b1bbb40,370
7f4c8f8bc400,7f4c60ccaa40,336
7f4c8f8bc400,7f4cbe960500,362
7f4cc48b9740,7f4c60ccaa40,356
7f4cb42f8440,7f4c60ccaa40,382
7f4c65affc00,7f4c60ccaa40,354
7f4caa80a1c0,7f4c60ccaa40,346
7f4c92db3a80,7f4c60ccaa40,340
7f4c92db3a80,7f4cbe960500,352
7f4cc56a6340,7f4c60ccaa40,354
7f4c6a5f5600,7f4c60ccaa40,348
7f4c7d82bc40,7f4c60ccaa40,344
7f4cb7b6bf80,7f4c60ccaa40,338
7f4cb7b6bf80,7f4cbe960500,416
7f4c6e82af40,7f4c60ccaa40,458
7f4c701f6f00,7f4c60ccaa40,422
7f4cb69b4f40,7f4c60ccaa40,426
7f4c55bd09c0,7f4c60ccaa40,742
7f4c533863c0,7f4c60ccaa40,456
7f4cb3638a80,7f4c60ccaa40,402
7f4c4caa8c40,7f4c60ccaa40,412
7f4c64e26e80,7f4c60ccaa40,256
7f4c64e26e80,7f4cbe960500,260
7f4c64e26e80,7f4c5b5e2400,258
7f4c64e26e80,7f4ca13a02c0,262
7f4c64e26e80,7f4c7bb6f600,260
7f4c64e26e80,7f4cafd9fa40,256
7f4c64e26e80,7f4c6b1bbb40,258
7f4c64e26e80,7f4c84cfba00,262
7f4c64e26e80,7f4c8d2d1fc0,268
7f4c64e26e80,7f4cc271d9c0,256
7f4c64e26e80,7f4c519d8000,266
7f4c64e26e80,7f4c74d711c0,258
7f4c64e26e80,7f4cc10caf40,268
7f4c64e26e80,7f4c7a035640,256
7f4c64e26e80,7f4c906127c0,260
7f4c64e26e80,7f4cc43ab040,268
7f4c64e26e80,7f4c83703f80,264
7f4c64e26e80,7f4c63c4f4c0,256
7f4c64e26e80,7f4c8c9cd200,266
7f4c64e26e80,7f4cb15773c0,268
7f4c64e26e80,7f4c54bd4680,260
7f4c64e26e80,7f4c8b5b7040,260
7f4c64e26e80,7f4c4fe3c080,260
7f4c64e26e80,7f4c95ad9080,264
7f4c64e26e80,7f4cb7d0c740,258
7f4c64e26e80,7f4c9126a300,426
7f4cacc1bf40,7f4c60ccaa40,262
7f4cacc1bf40,7f4cbe960500,274
7f4cacc1bf40,7f4c5b5e2400,268
7f4cacc1bf40,7f4ca13a02c0,264
7f4cacc1bf40,7f4c7bb6f600,260
7f4cacc1bf40,7f4cafd9fa40,260
7f4cacc1bf40,7f4c6b1bbb40,420
7f4c8974d280,7f4c60ccaa40,262
7f4c8974d280,7f4cbe960500,428
7f4c9bbc5700,7f4c60ccaa40,260
7f4c9bbc5700,7f4cbe960500,254
7f4c9bbc5700,7f4c5b5e2400,256
7f4c9bbc5700,7f4ca13a02c0,270
7f4c9bbc5700,7f4c7bb6f600,258
7f4c9bbc5700,7f4cafd9fa40,252
7f4c9bbc5700,7f4c6b1bbb40,258
7f4c9bbc5700,7f4c84cfba00,262
7f4c9bbc5700,7f4c8d2d1fc0,268
7f4c9bbc5700,7f4cc271d9c0,260
7f4c9bbc5700,7f4c519d8000,264
7f4c9bbc5700,7f4c74d711c0,260
7f4c9bbc5700,7f4cc10caf40,246
7f4c9bbc5700,7f4c7a035640,260
7f4c9bbc5700,7f4c906127c0,420
7f4c8a38dd80,7f4c60ccaa40,422
7f4c86d5f1c0,7f4c60ccaa40,262
7f4c86d5f1c0,7f4cbe960500,262
7f4c86d5f1c0,7f4c5b5e2400,260
7f4c86d5f1c0,7f4ca13a02c0,262
7f4c86d5f1c0,7f4c7bb6f600,258
7f4c86d5f1c0,7f4cafd9fa40,262
7f4c86d5f1c0,7f4c6b1bbb40,250
7f4c86d5f1c0,7f4c84cfba00,356
7f4c5a60df80,7f4c60ccaa40,464
7f4c936810c0,7f4c60ccaa40,506
7f4c833e2880,7f4c60ccaa40,424
7f4cb0abac80,7f4c60ccaa40,356
7f4c5fc6ef80,7f4c60ccaa40,362
7f4c56151e40,7f4c60ccaa40,346
7f4c57a569c0,7f4c60ccaa40,354
7f4c7917d380,7f4c60ccaa40,530
7f4c9e558240,7f4c60ccaa40,328
7f4c9e558240,7f4cbe960500,260
7f4c9e558240,7f4c5b5e2400,258
7f4c9e558240,7f4ca13a02c0,262
7f4c9e558240,7f4c7bb6f600,260
7f4c9e558240,7f4cafd9fa40,256
7f4c9e558240,7f4c6b1bbb40,258
7f4c9e558240,7f4c84cfba00,262
7f4c9e558240,7f4c8d2d1fc0,270
7f4c9e558240,7f4cc271d9c0,258
7f4c9e558240,7f4c519d8000,268
7f4c9e558240,7f4c74d711c0,258
7f4c9e558240,7f4cc10caf40,268
7f4c9e558240,7f4c7a035640,258
7f4c9e558240,7f4c906127c0,260
7f4c9e558240,7f4cc43ab040,268
7f4c9e558240,7f4c83703f80,264
7f4c9e558240,7f4c63c4f4c0,258
7f4c9e558240,7f4c8c9cd200,268
7f4c9e558240,7f4cb15773c0,268
7f4c9e558240,7f4c54bd4680,260
7f4c9e558240,7f4c8b5b7040,260
7f4c9e558240,7f4c4fe3c080,260
7f4c9e558240,7f4c95ad9080,264
7f4c9e558240,7f4cb7d0c740,258
7f4c9e558240,7f4c9126a300,274
7f4c9e558240,7f4c61c95380,276
7f4c9e558240,7f4c7b9b9640,262
7f4c9e558240,7f4c51bbdc80,430
7f4c54e5a100,7f4c60ccaa40,264
7f4c54e5a100,7f4cbe960500,264
7f4c54e5a100,7f4c5b5e2400,260
7f4c54e5a100,7f4ca13a02c0,264
7f4c54e5a100,7f4c7bb6f600,262
7f4c54e5a100,7f4cafd9fa40,268
7f4c54e5a100,7f4c6b1bbb40,260
7f4c54e5a100,7f4c84cfba00,272
7f4c54e5a100,7f4c8d2d1fc0,262
7f4c54e5a100,7f4cc271d9c0,260
7f4c54e5a100,7f4c519d8000,262
7f4c54e5a100,7f4c74d711c0,266
7f4c54e5a100,7f4cc10caf40,262
7f4c54e5a100,7f4c7a035640,264
7f4c54e5a100,7f4c906127c0,262
7f4c54e5a100,7f4cc43ab040,266
7f4c54e5a100,7f4c83703f80,264
7f4c54e5a100,7f4c63c4f4c0,266
7f4c54e5a100,7f4c8c9cd200,262
7f4c54e5a100,7f4cb15773c0,262
7f4c54e5a100,7f4c54bd4680,278
7f4c54e5a100,7f4c8b5b7040,430
7f4c65fbf800,7f4c60ccaa40,254
7f4c65fbf800,7f4cbe960500,256
7f4c65fbf800,7f4c5b5e2400,252
7f4c65fbf800,7f4ca13a02c0,262
7f4c65fbf800,7f4c7bb6f600,270
7f4c65fbf800,7f4cafd9fa40,252
7f4c65fbf800,7f4c6b1bbb40,252
7f4c65fbf800,7f4c84cfba00,262
7f4c65fbf800,7f4c8d2d1fc0,424
7f4cbcba1e40,7f4c60ccaa40,262
7f4cbcba1e40,7f4cbe960500,262
7f4cbcba1e40,7f4c5b5e2400,262
7f4cbcba1e40,7f4ca13a02c0,264
7f4cbcba1e40,7f4c7bb6f600,260
7f4cbcba1e40,7f4cafd9fa40,260
7f4cbcba1e40,7f4c6b1bbb40,260
7f4cbcba1e40,7f4c84cfba00,264
7f4cbcba1e40,7f4c8d2d1fc0,270
7f4cbcba1e40,7f4cc271d9c0,262
7f4cbcba1e40,7f4c519d8000,266
7f4cbcba1e40,7f4c74d711c0,262
7f4cbcba1e40,7f4cc10caf40,268
7f4cbcba1e40,7f4c7a035640,262
7f4cbcba1e40,7f4c906127c0,260
7f4cbcba1e40,7f4cc43ab040,272
7f4cbcba1e40,7f4c83703f80,264
7f4cbcba1e40,7f4c63c4f4c0,262
7f4cbcba1e40,7f4c8c9cd200,270
7f4cbcba1e40,7f4cb15773c0,270
7f4cbcba1e40,7f4c54bd4680,262
7f4cbcba1e40,7f4c8b5b7040,262
7f4cbcba1e40,7f4c4fe3c080,260
7f4cbcba1e40,7f4c95ad9080,264
7f4cbcba1e40,7f4cb7d0c740,260
7f4cbcba1e40,7f4c9126a300,426
7f4cb81ae2c0,7f4c60ccaa40,262
7f4cb81ae2c0,7f4cbe960500,424
7f4cb18bd280,7f4c60ccaa40,264
7f4cb18bd280,7f4cbe960500,272
7f4cb18bd280,7f4c5b5e2400,404
7f4cbad921c0,7f4c60ccaa40,252
7f4cbad921c0,7f4cbe960500,256
7f4cbad921c0,7f4c5b5e2400,250
7f4cbad921c0,7f4ca13a02c0,422
7f4c5b2ed900,7f4c60ccaa40,262
7f4c5b2ed900,7f4cbe960500,262
7f4c5b2ed900,7f4c5b5e2400,260
7f4c5b2ed900,7f4ca13a02c0,264
7f4c5b2ed900,7f4c7bb6f600,268
7f4c5b2ed900,7f4cafd9fa40,260
7f4c5b2ed900,7f4c6b1bbb40,260
7f4c5b2ed900,7f4c84cfba00,264
7f4c5b2ed900,7f4c8d2d1fc0,278
7f4c5b2ed900,7f4cc271d9c0,260
7f4c5b2ed900,7f4c519d8000,266
7f4c5b2ed900,7f4c74d711c0,260
7f4c5b2ed900,7f4cc10caf40,260
7f4c5b2ed900,7f4c7a035640,260
7f4c5b2ed900,7f4c906127c0,260
7f4c5b2ed900,7f4cc43ab040,272
7f4c5b2ed900,7f4c83703f80,264
7f4c5b2ed900,7f4c63c4f4c0,260
7f4c5b2ed900,7f4c8c9cd200,430
7f4c67c32f00,7f4c60ccaa40,268
7f4c67c32f00,7f4cbe960500,260
7f4c67c32f00,7f4c5b5e2400,250
7f4c67c32f00,7f4ca13a02c0,252
7f4c67c32f00,7f4c7bb6f600,266
7f4c67c32f00,7f4cafd9fa40,252
7f4c67c32f00,7f4c6b1bbb40,252
7f4c67c32f00,7f4c84cfba00,262
7f4c67c32f00,7f4c8d2d1fc0,258
7f4c67c32f00,7f4cc271d9c0,260
7f4c67c32f00,7f4c519d8000,254
7f4c67c32f00,7f4c74d711c0,260
7f4c67c32f00,7f4cc10caf40,264
7f4c67c32f00,7f4c7a035640,260
7f4c67c32f00,7f4c906127c0,266
7f4c67c32f00,7f4cc43ab040,260
7f4c67c32f00,7f4c83703f80,254
7f4c67c32f00,7f4c63c4f4c0,268
7f4c67c32f00,7f4c8c9cd200,258
7f4c67c32f00,7f4cb15773c0,258
7f4c67c32f00,7f4c54bd4680,264
7f4c67c32f00,7f4c8b5b7040,260
7f4c67c32f00,7f4c4fe3c080,266
7f4c67c32f00,7f4c95ad9080,254
7f4c67c32f00,7f4cb7d0c740,254
7f4c67c32f00,7f4c9126a300,254
7f4c67c32f00,7f4c61c95380,258
7f4c67c32f00,7f4c7b9b9640,422
7f4cab448140,7f4c60ccaa40,270
7f4cab448140,7f4cbe960500,260
7f4cab448140,7f4c5b5e2400,250
7f4cab448140,7f4ca13a02c0,254
7f4cab448140,7f4c7bb6f600,264
7f4cab448140,7f4cafd9fa40,252
7f4cab448140,7f4c6b1bbb40,252
7f4cab448140,7f4c84cfba00,260
7f4cab448140,7f4c8d2d1fc0,258
7f4cab448140,7f4cc271d9c0,412
7f4c82662880,7f4c60ccaa40,252
7f4c82662880,7f4cbe960500,256
7f4c82662880,7f4c5b5e2400,266
7f4c82662880,7f4ca13a02c0,260
7f4c82662880,7f4c7bb6f600,260
7f4c82662880,7f4cafd9fa40,266
7f4c82662880,7f4c6b1bbb40,264
7f4c82662880,7f4c84cfba00,260
7f4c82662880,7f4c8d2d1fc0,270
7f4c82662880,7f4cc271d9c0,266
7f4c82662880,7f4c519d8000,264
7f4c82662880,7f4c74d711c0,254
7f4c82662880,7f4cc10caf40,252
7f4c82662880,7f4c7a035640,252
7f4c82662880,7f4c906127c0,252
7f4c82662880,7f4cc43ab040,260
7f4c82662880,7f4c83703f80,262
7f4c82662880,7f4c63c4f4c0,254
7f4c82662880,7f4c8c9cd200,270
7f4c82662880,7f4cb15773c0,262
7f4c82662880,7f4c54bd4680,258
7f4c82662880,7f4c8b5b7040,258
7f4c82662880,7f4c4fe3c080,252
7f4c82662880,7f4c95ad9080,262
7f4c82662880,7f4cb7d0c740,266
7f4c82662880,7f4c9126a300,262
7f4c82662880,7f4c61c95380,262
7f4c82662880,7f4c7b9b9640,260
7f4c82662880,7f4c51bbdc80,262
7f4c82662880,7f4c52fe4f80,422
7f4c90973e00,7f4c60ccaa40,270
7f4c90973e00,7f4cbe960500,266
7f4c90973e00,7f4c5b5e2400,260
7f4c90973e00,7f4ca13a02c0,264
7f4c90973e00,7f4c7bb6f600,262
7f4c90973e00,7f4cafd9fa40,260
7f4c90973e00,7f4c6b1bbb40,260
7f4c90973e00,7f4c84cfba00,274
7f4c90973e00,7f4c8d2d1fc0,262
7f4c90973e00,7f4cc271d9c0,422
7f4c9a947080,7f4c60ccaa40,256
7f4c9a947080,7f4cbe960500,258
7f4c9a947080,7f4c5b5e2400,258
7f4c9a947080,7f4ca13a02c0,262
7f4c9a947080,7f4c7bb6f600,260
7f4c9a947080,7f4cafd9fa40,254
7f4c9a947080,7f4c6b1bbb40,254
7f4c9a947080,7f4c84cfba00,262
7f4c9a947080,7f4c8d2d1fc0,268
7f4c9a947080,7f4cc271d9c0,256
7f4c9a947080,7f4c519d8000,266
7f4c9a947080,7f4c74d711c0,258
7f4c9a947080,7f4cc10caf40,268
7f4c9a947080,7f4c7a035640,256
7f4c9a947080,7f4c906127c0,260
7f4c9a947080,7f4cc43ab040,270
7f4c9a947080,7f4c83703f80,264
7f4c9a947080,7f4c63c4f4c0,258
7f4c9a947080,7f4c8c9cd200,268
7f4c9a947080,7f4cb15773c0,268
7f4c9a947080,7f4c54bd4680,260
7f4c9a947080,7f4c8b5b7040,260
7f4c9a947080,7f4c4fe3c080,260
7f4c9a947080,7f4c95ad9080,264
7f4c9a947080,7f4cb7d0c740,254
7f4c9a947080,7f4c9126a300,274
7f4c9a947080,7f4c61c95380,410
7f4c90d7d240,7f4c60ccaa40,262
7f4c90d7d240,7f4cbe960500,268
7f4c90d7d240,7f4c5b5e2400,260
7f4c90d7d240,7f4ca13a02c0,258
7f4c90d7d240,7f4c7bb6f600,258
7f4c90d7d240,7f4cafd9fa40,268
7f4c90d7d240,7f4c6b1bbb40,260
7f4c90d7d240,7f4c84cfba00,268
7f4c90d7d240,7f4c8d2d1fc0,262
7f4c90d7d240,7f4cc271d9c0,260
7f4c90d7d240,7f4c519d8000,258
7f4c90d7d240,7f4c74d711c0,268
7f4c90d7d240,7f4cc10caf40,256
7f4c90d7d240,7f4c7a035640,262
7f4c90d7d240,7f4c906127c0,258
7f4c90d7d240,7f4cc43ab040,262
7f4c90d7d240,7f4c83703f80,258
7f4c90d7d240,7f4c63c4f4c0,266
7f4c90d7d240,7f4c8c9cd200,260
7f4c90d7d240,7f4cb15773c0,262
7f4c90d7d240,7f4c54bd4680,276
7f4c90d7d240,7f4c8b5b7040,430
7f4c9c844200,7f4c60ccaa40,260
7f4c9c844200,7f4cbe960500,262
7f4c9c844200,7f4c5b5e2400,260
7f4c9c844200,7f4ca13a02c0,270
7f4c9c844200,7f4c7bb6f600,260
7f4c9c844200,7f4cafd9fa40,260
7f4c9c844200,7f4c6b1bbb40,260
7f4c9c844200,7f4c84cfba00,264
7f4c9c844200,7f4c8d2d1fc0,270
7f4c9c844200,7f4cc271d9c0,260
7f4c9c844200,7f4c519d8000,266
7f4c9c844200,7f4c74d711c0,260
7f4c9c844200,7f4cc10caf40,260
7f4c9c844200,7f4c7a035640,260
7f4c9c844200,7f4c906127c0,420
7f4c86ac9b40,7f4c60ccaa40,270
7f4c86ac9b40,7f4cbe960500,262
7f4c86ac9b40,7f4c5b5e2400,252
7f4c86ac9b40,7f4ca13a02c0,252
7f4c86ac9b40,7f4c7bb6f600,252
7f4c86ac9b40,7f4cafd9fa40,252
7f4c86ac9b40,7f4c6b1bbb40,252
7f4c86ac9b40,7f4c84cfba00,260
7f4c86ac9b40,7f4c8d2d1fc0,258
7f4c86ac9b40,7f4cc271d9c0,260
7f4c86ac9b40,7f4c519d8000,252
7f4c86ac9b40,7f4c74d711c0,262
7f4c86ac9b40,7f4cc10caf40,244
7f4c86ac9b40,7f4c7a035640,262
7f4c86ac9b40,7f4c906127c0,264
7f4c86ac9b40,7f4cc43ab040,260
7f4c86ac9b40,7f4c83703f80,252
7f4c86ac9b40,7f4c63c4f4c0,270
7f4c86ac9b40,7f4c8c9cd200,258
7f4c86ac9b40,7f4cb15773c0,258
7f4c86ac9b40,7f4c54bd4680,262
7f4c86ac9b40,7f4c8b5b7040,262
7f4c86ac9b40,7f4c4fe3c080,260
7f4c86ac9b40,7f4c95ad9080,252
7f4c86ac9b40,7f4cb7d0c740,252
7f4c86ac9b40,7f4c9126a300,252
7f4c86ac9b40,7f4c61c95380,258
7f4c86ac9b40,7f4c7b9b9640,422
7f4c9636fe80,7f4c60ccaa40,270
7f4c9636fe80,7f4cbe960500,266
7f4c9636fe80,7f4c5b5e2400,260
7f4c9636fe80,7f4ca13a02c0,264
7f4c9636fe80,7f4c7bb6f600,264
7f4c9636fe80,7f4cafd9fa40,260
7f4c9636fe80,7f4c6b1bbb40,260
7f4c9636fe80,7f4c84cfba00,274
7f4c9636fe80,7f4c8d2d1fc0,262
7f4c9636fe80,7f4cc271d9c0,422
7f4cba1b50c0,7f4c60ccaa40,264
7f4cba1b50c0,7f4cbe960500,262
7f4cba1b50c0,7f4c5b5e2400,262
7f4cba1b50c0,7f4ca13a02c0,264
7f4cba1b50c0,7f4c7bb6f600,260
7f4cba1b50c0,7f4cafd9fa40,262
7f4cba1b50c0,7f4c6b1bbb40,262
7f4cba1b50c0,7f4c84cfba00,264
7f4cba1b50c0,7f4c8d2d1fc0,270
7f4cba1b50c0,7f4cc271d9c0,260
7f4cba1b50c0,7f4c519d8000,266
7f4cba1b50c0,7f4c74d711c0,260
7f4cba1b50c0,7f4cc10caf40,268
7f4cba1b50c0,7f4c7a035640,262
7f4cba1b50c0,7f4c906127c0,260
7f4cba1b50c0,7f4cc43ab040,272
7f4cba1b50c0,7f4c83703f80,264
7f4cba1b50c0,7f4c63c4f4c0,260
7f4cba1b50c0,7f4c8c9cd200,270
7f4cba1b50c0,7f4cb15773c0,270
7f4cba1b50c0,7f4c54bd4680,264
7f4cba1b50c0,7f4c8b5b7040,264
7f4cba1b50c0,7f4c4fe3c080,260
7f4cba1b50c0,7f4c95ad9080,262
7f4cba1b50c0,7f4cb7d0c740,262
7f4cba1b50c0,7f4c9126a300,274
7f4cba1b50c0,7f4c61c95380,430
7f4c6c22fac0,7f4c60ccaa40,256
7f4c6c22fac0,7f4cbe960500,258
7f4c6c22fac0,7f4c5b5e2400,254
7f4c6c22fac0,7f4ca13a02c0,264
7f4c6c22fac0,7f4c7bb6f600,260
7f4c6c22fac0,7f4cafd9fa40,256
7f4c6c22fac0,7f4c6b1bbb40,256
7f4c6c22fac0,7f4c84cfba00,262
7f4c6c22fac0,7f4c8d2d1fc0,268
7f4c6c22fac0,7f4cc271d9c0,256
7f4c6c22fac0,7f4c519d8000,272
7f4c6c22fac0,7f4c74d711c0,258
7f4c6c22fac0,7f4cc10caf40,260
7f4c6c22fac0,7f4c7a035640,256
7f4c6c22fac0,7f4c906127c0,258
7f4c6c22fac0,7f4cc43ab040,276
7f4c6c22fac0,7f4c83703f80,264
7f4c6c22fac0,7f4c63c4f4c0,258
7f4c6c22fac0,7f4c8c9cd200,266
7f4c6c22fac0,7f4cb15773c0,428
7f4c58607140,7f4c60ccaa40,262
7f4c58607140,7f4cbe960500,262
7f4c58607140,7f4c5b5e2400,262
7f4c58607140,7f4ca13a02c0,422
7f4c8e8c47c0,7f4c60ccaa40,270
7f4c8e8c47c0,7f4cbe960500,266
7f4c8e8c47c0,7f4c5b5e2400,258
7f4c8e8c47c0,7f4ca13a02c0,264
7f4c8e8c47c0,7f4c7bb6f600,260
7f4c8e8c47c0,7f4cafd9fa40,260
7f4c8e8c47c0,7f4c6b1bbb40,260
7f4c8e8c47c0,7f4c84cfba00,274
7f4c8e8c47c0,7f4c8d2d1fc0,262
7f4c8e8c47c0,7f4cc271d9c0,268
7f4c8e8c47c0,7f4c519d8000,262
7f4c8e8c47c0,7f4c74d711c0,266
7f4c8e8c47c0,7f4cc10caf40,264
7f4c8e8c47c0,7f4c7a035640,264
7f4c8e8c47c0,7f4c906127c0,264
7f4c8e8c47c0,7f4cc43ab040,264
7f4c8e8c47c0,7f4c83703f80,264
7f4c8e8c47c0,7f4c63c4f4c0,426
7f4caf107840,7f4c60ccaa40,262
7f4caf107840,7f4cbe960500,260
7f4caf107840,7f4c5b5e2400,250
7f4caf107840,7f4ca13a02c0,252
7f4caf107840,7f4c7bb6f600,266
7f4caf107840,7f4cafd9fa40,252
7f4caf107840,7f4c6b1bbb40,252
7f4caf107840,7f4c84cfba00,260
7f4caf107840,7f4c8d2d1fc0,258
7f4caf107840,7f4cc271d9c0,252
7f4caf107840,7f4c519d8000,252
7f4caf107840,7f4c74d711c0,270
7f4caf107840,7f4cc10caf40,266
7f4caf107840,7f4c7a035640,270
7f4caf107840,7f4c906127c0,266
7f4caf107840,7f4cc43ab040,260
7f4caf107840,7f4c83703f80,252
7f4caf107840,7f4c63c4f4c0,262
7f4caf107840,7f4c8c9cd200,258
7f4caf107840,7f4cb15773c0,258
7f4caf107840,7f4c54bd4680,262
7f4caf107840,7f4c8b5b7040,262
7f4caf107840,7f4c4fe3c080,266
7f4caf107840,7f4c95ad9080,252
7f4caf107840,7f4cb7d0c740,252
7f4caf107840,7f4c9126a300,254
7f4caf107840,7f4c61c95380,258
7f4caf107840,7f4c7b9b9640,262
7f4caf107840,7f4c51bbdc80,258
7f4caf107840,7f4c52fe4f80,258
7f4caf107840,7f4c94298f80,268
7f4caf107840,7f4cb4896340,422
7f4c97eb0340,7f4c60ccaa40,264
7f4c97eb0340,7f4cbe960500,428
7f4ca1a1c740,7f4c60ccaa40,264
7f4ca1a1c740,7f4cbe960500,268
7f4ca1a1c740,7f4c5b5e2400,260
7f4ca1a1c740,7f4ca13a02c0,256
7f4ca1a1c740,7f4c7bb6f600,254
7f4ca1a1c740,7f4cafd9fa40,268
7f4ca1a1c740,7f4c6b1bbb40,258
7f4ca1a1c740,7f4c84cfba00,268
7f4ca1a1c740,7f4c8d2d1fc0,260
7f4ca1a1c740,7f4cc271d9c0,260
7f4ca1a1c740,7f4c519d8000,258
7f4ca1a1c740,7f4c74d711c0,266
7f4ca1a1c740,7f4cc10caf40,256
7f4ca1a1c740,7f4c7a035640,264
7f4ca1a1c740,7f4c906127c0,254
7f4ca1a1c740,7f4cc43ab040,262
7f4ca1a1c740,7f4c83703f80,254
7f4ca1a1c740,7f4c63c4f4c0,266
7f4ca1a1c740,7f4c8c9cd200,260
7f4ca1a1c740,7f4cb15773c0,260
7f4ca1a1c740,7f4c54bd4680,418
7f4c7b2d2940,7f4c60ccaa40,416
7f4c53ddcbc0,7f4c60ccaa40,262
7f4c53ddcbc0,7f4cbe960500,292
7f4c53ddcbc0,7f4c5b5e2400,260
7f4c53ddcbc0,7f4ca13a02c0,252
7f4c53ddcbc0,7f4c7bb6f600,244
7f4c53ddcbc0,7f4cafd9fa40,252
7f4c53ddcbc0,7f4c6b1bbb40,260
7f4c53ddcbc0,7f4c84cfba00,422
7f4c8b021400,7f4c60ccaa40,272
7f4c8b021400,7f4cbe960500,264
7f4c8b021400,7f4c5b5e2400,260
7f4c8b021400,7f4ca13a02c0,254
7f4c8b021400,7f4c7bb6f600,252
7f4c8b021400,7f4cafd9fa40,260
7f4c8b021400,7f4c6b1bbb40,260
7f4c8b021400,7f4c84cfba00,264
7f4c8b021400,7f4c8d2d1fc0,260
7f4c8b021400,7f4cc271d9c0,268
7f4c8b021400,7f4c519d8000,256
7f4c8b021400,7f4c74d711c0,264
7f4c8b021400,7f4cc10caf40,252
7f4c8b021400,7f4c7a035640,264
7f4c8b021400,7f4c906127c0,252
7f4c8b021400,7f4cc43ab040,260
7f4c8b021400,7f4c83703f80,254
7f4c8b021400,7f4c63c4f4c0,424
7f4c93a8b8c0,7f4c60ccaa40,262
7f4c93a8b8c0,7f4cbe960500,266
7f4c93a8b8c0,7f4c5b5e2400,260
7f4c93a8b8c0,7f4ca13a02c0,264
7f4c93a8b8c0,7f4c7bb6f600,262
7f4c93a8b8c0,7f4cafd9fa40,260
7f4c93a8b8c0,7f4c6b1bbb40,260
7f4c93a8b8c0,7f4c84cfba00,274
7f4c93a8b8c0,7f4c8d2d1fc0,262
7f4c93a8b8c0,7f4cc271d9c0,260
7f4c93a8b8c0,7f4c519d8000,264
7f4c93a8b8c0,7f4c74d711c0,274
7f4c93a8b8c0,7f4cc10caf40,266
7f4c93a8b8c0,7f4c7a035640,270
7f4c93a8b8c0,7f4c906127c0,264
7f4c93a8b8c0,7f4cc43ab040,264
7f4c93a8b8c0,7f4c83703f80,264
7f4c93a8b8c0,7f4c63c4f4c0,268
7f4c93a8b8c0,7f4c8c9cd200,262
7f4c93a8b8c0,7f4cb15773c0,264
7f4c93a8b8c0,7f4c54bd4680,270
7f4c93a8b8c0,7f4c8b5b7040,270
7f4c93a8b8c0,7f4c4fe3c080,262
7f4c93a8b8c0,7f4c95ad9080,264
7f4c93a8b8c0,7f4cb7d0c740,260
7f4c93a8b8c0,7f4c9126a300,262
7f4c93a8b8c0,7f4c61c95380,262
7f4c93a8b8c0,7f4c7b9b9640,270
7f4c93a8b8c0,7f4c51bbdc80,262
7f4c93a8b8c0,7f4c52fe4f80,260
7f4c93a8b8c0,7f4c94298f80,290
7f4c93a8b8c0,7f4cb4896340,520
7f4c62a78a40,7f4c60ccaa40,362
7f4c9b5c1e00,7f4c60ccaa40,364
7f4cc5752c80,7f4c60ccaa40,324
7f4cc5752c80,7f4cbe960500,314
7f4cc5752c80,7f4c5b5e2400,312
7f4cc5752c80,7f4ca13a02c0,310
7f4cc5752c80,7f4c7bb6f600,322
7f4cc5752c80,7f4cafd9fa40,304
7f4cc5752c80,7f4c6b1bbb40,282
7f4cc5752c80,7f4c84cfba00,314
7f4cc5752c80,7f4c8d2d1fc0,332
7f4cc5752c80,7f4cc271d9c0,260
7f4cc5752c80,7f4c519d8000,266
7f4cc5752c80,7f4c74d711c0,274
7f4cc5752c80,7f4cc10caf40,262
7f4cc5752c80,7f4c7a035640,270
7f4cc5752c80,7f4c906127c0,262
7f4cc5752c80,7f4cc43ab040,264
7f4cc5752c80,7f4c83703f80,262
7f4cc5752c80,7f4c63c4f4c0,266
7f4cc5752c80,7f4c8c9cd200,262
7f4cc5752c80,7f4cb15773c0,262
7f4cc5752c80,7f4c54bd4680,264
7f4cc5752c80,7f4c8b5b7040,270
7f4cc5752c80,7f4c4fe3c080,262
7f4cc5752c80,7f4c95ad9080,260
7f4cc5752c80,7f4cb7d0c740,260
7f4cc5752c80,7f4c9126a300,264
7f4cc5752c80,7f4c61c95380,262
7f4cc5752c80,7f4c7b9b9640,272
7f4cc5752c80,7f4c51bbdc80,262
7f4cc5752c80,7f4c52fe4f80,262
7f4cc5752c80,7f4c94298f80,428
7f4cb9b1acc0,7f4c60ccaa40,258
7f4cb9b1acc0,7f4cbe960500,260
7f4cb9b1acc0,7f4c5b5e2400,258
7f4cb9b1acc0,7f4ca13a02c0,264
7f4cb9b1acc0,7f4c7bb6f600,268
7f4cb9b1acc0,7f4cafd9fa40,260
7f4cb9b1acc0,7f4c6b1bbb40,260
7f4cb9b1acc0,7f4c84cfba00,262
7f4cb9b1acc0,7f4c8d2d1fc0,276
7f4cb9b1acc0,7f4cc271d9c0,258
7f4cb9b1acc0,7f4c519d8000,268
7f4cb9b1acc0,7f4c74d711c0,258
7f4cb9b1acc0,7f4cc10caf40,260
7f4cb9b1acc0,7f4c7a035640,258
7f4cb9b1acc0,7f4c906127c0,260
7f4cb9b1acc0,7f4cc43ab040,270
7f4cb9b1acc0,7f4c83703f80,264
7f4cb9b1acc0,7f4c63c4f4c0,258
7f4cb9b1acc0,7f4c8c9cd200,430
